lemma (V),sentence,dobj,dobj index
watch,I was watching sex and the city yesterday from 10pm til 2pm.,sex,3
watch,"You know, you'd think, taking into account the considerable amount of time i spend parked on the couch watching law and order, i would have more time to post.",law,22
watch,"I suppose that explains why i watch so much tv, i don't have to think about/over analyze/churn up ulcers over any of this stupid day-to-day crap.",tv,9
watch,"Last night, i watched a movie, which jay yapped all the way through, and when i got up to go to bed he said in surprise, 'you're crashin'?'",movie,6
watch,I shall probably get a decent laptop soon through work so i can watch all my movies that i have brought along.,movies,16
watch,As to myself i went into town with my boss to watch the game at a club.,game,13
watch,"At the end it was a case of try and pick the winner, and then we watched the awards ceremony to find out the real winner.",ceremony,20
watch,"The two of us watched 'the mosquito coast' on video, and had a good laugh when someone told harrison ford in a shocked voice '...but that country is still in the stone age' (imagine being in new york and watching a movie where someone arrives in buffalo and says 'wow!",coast,8
watch,"The two of us watched 'the mosquito coast' on video, and had a good laugh when someone told harrison ford in a shocked voice '...but that country is still in the stone age' (imagine being in new york and watching a movie where someone arrives in buffalo and says 'wow!",movie,48
watch,Saturday night and for me that meant going into town to the lae international to watch the bledisloe cup.,cup,18
watch,...................................... watching me watching t.v.  ......................................,t.v,4
watch,i watched the premiere last week of the real world san diego.,premiere,3
watch,I know that when i watch the real world -- i'm invested in the characters.,world,8
watch,The whole family ate popcorn and watched the neverending story last night.,story,9
watch,"It took a lot of conversation to realize that this was her take on the crowds maelovelent chant in the jesus film (which she's been watching) as they chant, 'crucify him!'",which,23
watch,Let's watch the jesus movie.,movie,5
watch,"Yeah, then we come in side, and eat and watch the jesus movie.",movie,14
watch,"Me: no, buddy, we've watched enough media this week...",media,10
watch,Addison: then we go to sleep and wake up and then we watch the jesus movie.,movie,16
watch,You've watched that movie enough.,movie,4
watch,"Addison: we play jesus movie, the dead part, (his other obsession -- along with mel), then we watch the jesus movie.",movie,26
watch,"Me: addison, we're not going to watch the jesus movie right now.",movie,12
watch,How we going to watch it?,it,5
watch,"Me: you mean, when are we going to watch it?",it,11
watch,How we going to watch it?,it,5
watch,We never ever get to watch jesus movie.,movie,7
watch,Because i would not want to work in hollywood or on the television (which was growing in its grip upon our family -- now that we could watch syndicated shows from the good old days) or in new york.,shows,30
watch,"Because i always watch everything with the trained eye hoping for an ancient blaze on a tree -- every uniquely fallen tree, every surprising fungus, every jutting lichen strewn rock marks my sense of place.",everything,4
watch,"Because i always watch everything with the trained eye hoping for an ancient blaze on a tree -- every uniquely fallen tree, every surprising fungus, every jutting lichen strewn rock marks my sense of place.",tree,21
watch,Gotta take a bowl of soup down to my sick daughter who is watching elmo...,elmo,15
watch,It's my second time through the film -- but fun to watch it with a bunch of filmmaking people...,it,13
watch,did i get it right d.dra.  watched _about schmidt_ for the first time.,_,9
watch,"i'm watching the short films on  urllink triggerstreet  and a couple of other places, and i wrote a treatment for a short film about a mucisian who is obsessed with writing the perfect short (one minute) song.",films,5
watch,"I can watch short films at work (with some justification since i teach about these subjects) -- but not too many or too often -- and dsl service is expensive & if only dsl-ers should get to watch indymedia (/short films) than doesn't indymedia become an even more elitist, self-referential enterprise?",films,4
watch,"I can watch short films at work (with some justification since i teach about these subjects) -- but not too many or too often -- and dsl service is expensive & if only dsl-ers should get to watch indymedia (/short films) than doesn't indymedia become an even more elitist, self-referential enterprise?",indymedia,42
watch,"Kind of  like the other day when we were under the tent and abby and jaelyn were pretending that the fireplace window was a movie screen – jaelyn said they were watching beauty and the beast, and abby protested – no it was the grinch",beauty,33
watch,"- labor day weekend - watched the hours - the threat of the mundane -   celia bought a house, so i watched abby & noah while lynn, linda & jeff helped strip floors, paint ceilings, etc...",hours,7
watch,"- labor day weekend - watched the hours - the threat of the mundane -   celia bought a house, so i watched abby & noah while lynn, linda & jeff helped strip floors, paint ceilings, etc...",abby,24
watch,when i woke up this morning i didn't feel as much like blogging that --  even though i thought that watching _the hours_ last night would make me feel that way.,_,23
watch,Because as i watched the hours and watched the torture that each woman felt their life to be -- just because it had been constrained in ways that they did not expect nor want --   i was again focused on how broken the whole world is.,hours,5
watch,Because as i watched the hours and watched the torture that each woman felt their life to be -- just because it had been constrained in ways that they did not expect nor want --   i was again focused on how broken the whole world is.,torture,9
watch,The whole family ate popcorn and watched the neverending story last night.,story,9
watch,"During the dream, i’m watching these cell – type things float and hearing / having this conversation.",cell,8
watch,it like beckham  with lynn friday evening -- and we watched it again with the kids.,it,12
watch,"And then the next evening we watched  urllink whale rider  (i know, i know, we're behind the times, but we live in mideast ohio and babysitting is too expensive).",rider,10
watch,"Or he worked until he was seventy five and most of his customer base had passed on until someone van something called his daughter to let her know about how much his arthritis pained him as he stitched up a hem, and he went to live with her for four years, watching birds meticulously out her dining room bay window.",birds,54
watch,i watched the premiere last night of the real world san diego.,premiere,3
watch,"I was thinking that even the act of watching the real world -- particularly inasmuch as i watch it to 'escape' (which everybody does a little bit when we engage fiction, don't we?)",world,11
watch,"I was thinking that even the act of watching the real world -- particularly inasmuch as i watch it to 'escape' (which everybody does a little bit when we engage fiction, don't we?)",it,18
watch,Lynn and i watched  urllink lost in translation  this weekend.,urllink,5
watch,"It took a lot of conversation to realize that this was her take on the crowds maelovelent chant in the jesus film (which she's been watching) as they chant, 'crucify him!'",which,23
watch,His answer?  let's watch the jesus movie.,movie,9
watch,"Yeah, then we come in side, and eat and watch the jesus movie.",movie,14
watch,"Me: no, buddy, we've watched enough media this week...",media,10
watch,Addison:  then we go to sleep and wake up and then we watch the jesus movie.,movie,17
watch,You've watched that movie enough.,movie,4
watch,"Addison:  we play jesus movie, the dead part, (his other obsession -- along with mel), then we watch the jesus movie.",movie,27
watch,"Me: addison, we're not going to watch the jesus movie right now.",movie,12
watch,How we going to watch it?,it,5
watch,"Me: you mean, when are we going to watch it?",it,11
watch,How we going to watch it?,it,5
watch,We never ever get to watch jesus movie.,movie,7
watch,i watched the news last night.,news,3
watch,"In moments like these, i want to write science fiction, but then i remember that that means i'd have to *read* and *watch* science fiction, so i decide, enh...  ...",fiction,31
watch,One of the most enjoyable moments to watch my mother is when she’s telling a story to three-year-olds.,mother,9
watch,some people are offended when i say that i don't watch adam sandler movies or jim carrey movies.,movies,14
watch,So why don't i watch their movies?,movies,7
watch,I liked both of these guys in sketch comedy shows -- and if i watch a portion of either of their movies -- i laugh.,portion,16
watch,"But then, if i happen to try to watch a whole story -- i don't.",story,12
watch,i once was who sneered at these movies or anyone who watched them -- but i want to remind people that they're just watching sketch comedy when they engage these films.,them,12
watch,i once was who sneered at these movies or anyone who watched them -- but i want to remind people that they're just watching sketch comedy when they engage these films.,comedy,26
watch,"One of them sat in a chair and didn't talk at all, just watched tv.",tv,16
watch,just went back in time to watch a paul schrader flick that i didn't watch back in the day.,schrader,9
watch,"The final shot of howard friedman -- is a coup in the whole voyeurism subplot which involves you the viewer in a complicated ambivalent relationship with your own watching (a story line arguably initiated with david's dictum, 'if you're not me, stop watching this!",this,49
watch,So the official word will be:    this is a big gathering of friends to watch a movie they made together.,movie,18
watch,Phillip seymour hoffman just sat through most of  love liza  in his car while i watched it last week.,it,18
watch,"Then we watched four episodes of sex and the city, he still wasn't there.",episodes,4
watch,"I hate living in the same building as her because i feel like she is watching my every move (who comes to see me, and what time they leave).",move,18
watch,and then i watched t.v.,t.v,4
watch,i just got finished w. subway (dinner) and before that i watched the grinch and then went to barnes and noble...,grinch,15
watch,Now im sitting here watching the mask of zorro and trying to get  ryan   to talk to me!,mask,7
watch,well i think im gunna read my book and watch my mpvie,mpvie,12
watch,But i know that i would be stuck watching the kids in some lame ass movie like scooby doo or something.,kids,10
watch,What i really wanted to say was that my father should go fucking home and do whatever and the whole family minus my father go watch a fucking movie.,movie,28
watch,I went home and watched some movies.,movies,6
watch,"I dunno, i had this nice thought-provoking post i wanted to post last night after i watched wonderboys.",wonderboys,20
watch,And watched three good funny episodes of the simpsons.,episodes,5
watch,My father and i were watching a karoke video of some chinese singer.,video,8
watch,I cried buckets of tears when i watched this movie.,movie,9
watch,"I cried because if i had been watching this movie with my college barkada, they would remind me that they truly believe that i should end up with someone like vince.",movie,9
watch,"The day i watched this movie, i would have probably agreed with them.",movie,5
watch,"The guy friend i was with while watching this movie, is no closer to aga muhlach.",movie,9
watch,"All i wanted to do was sit in front of him, silently, and just watch him, stare into his eyes, and not let the evening end...",him,17
watch,To watch this slow dance is excruciating.,dance,4
watch,andy's sister ended up watching coach.,coach,6
watch,"well, thanks christine for watching our dog!",dog,7
watch,we rented panic room but i still haven't had a chance to watch it.,it,14
watch,and i went to go watch 'the ring.',ring,8
watch,i've been wanting to watch this movie for a long time now.,movie,7
watch,"so yeah, that's what we watched.",what,5
watch,now i'm just watching pretty woman (fav. movie) and about to rearrange the presents under the tree.,woman,6
watch,":)  we watched lilo and stitch, ice age, and took them to watch harry potter--the chamber of secrets.",lilo,4
watch,":)  we watched lilo and stitch, ice age, and took them to watch harry potter--the chamber of secrets.",potter,17
watch,"otherwise, i wouldn't watch that movie.",movie,7
watch,i didn't even watch the first one nor have i watched lord of the rings.,one,7
watch,i didn't even watch the first one nor have i watched lord of the rings.,lord,12
watch,"but when my neice kalea went up for her turn, we both were wide awake to watch her.",her,18
watch,and it's cuz they went to watch the game on the tv.,game,9
watch,i've always wanted to watch it,it,6
watch,i still wanna watch that movie,movie,5
watch,it's a sci-fi and it's not the same watching it over and over than another comedy or whatever.,it,13
watch,i can watch a walk to remember over and over but i can't watch the sixth sense over and over.,walk,4
watch,i can watch a walk to remember over and over but i can't watch the sixth sense over and over.,sense,17
watch,hehe.    now i just got done watching real world!,world,10
watch,i really wanna watch it with my parents too!,it,4
watch,kristina had to leave early cuz she had to work that night but joey wanted to stay with us cuz he wanted to watch the aladdin show.,show,26
watch,"so, we watched it and i really liked it!",it,4
watch,yes...there's a wait to watch that show...in fact the line gets so long!,show,9
watch,"anyway, last night, i tried to watch it.",it,9
watch,i'll have to watch it again.,it,5
watch,"after that, andy was going to watch a movie with his friends.",movie,9
watch,andy asked if i wanted to go to hooters with his friends to watch the laker game!,game,16
watch,i didn't really watch the game...not into it!,game,6
watch,i kinda wanted to watch a movie since the idea came up...but i guess no one else wanted to go.,movie,6
watch,"so, last night, my bro and i watched brown sugar.",sugar,11
watch,hehe.  we were actually supposed to watch a movie w/ his friends but just decided to stay home instead and have a barbecue.,movie,10
watch,that's why i had so much fun just watching them and talking about the weirdest things!,them,10
watch,i had 2 fast 2 furious on my computer so we watched it.,it,12
watch,we were also planning to watch the hulk right after but his dad called and needed andy's help in moving some furniture!,hulk,7
watch,"anyway, now i wanna watch the hulk!",hulk,7
watch,"so, we just had dinner at wood ranch and decided to watch bruce almighty.",almighty,14
watch,"so, we finally got to my house, watched tv, and then slept.",tv,10
watch,"we had breakfast, went to the pool (for like 3 hours), ate lunch, watched tv, watched freaky friday, went to the pool, took a bubble bath, eat dinner, watch tv, and now they're finally sleeping!",tv,19
watch,"we had breakfast, went to the pool (for like 3 hours), ate lunch, watched tv, watched freaky friday, went to the pool, took a bubble bath, eat dinner, watch tv, and now they're finally sleeping!",tv,39
watch,"actually, i've never watched matrix 1, 2, or 3.",matrix,6
watch,they were gonna watch love actually.,love,5
watch,"apparently, ronald didn't really wanna watch love actually and would rather watch the matrix.",love,8
watch,"apparently, ronald didn't really wanna watch love actually and would rather watch the matrix.",matrix,15
watch,go watch it!,it,2
watch,"hehe.  by the time we got out of watching love actually, andy and ronald have been waiting for about 45 minutes!",love,11
watch,he woke up kinda late since he watched lord of the rings the night before.,lord,8
watch,right now andy is out with his friends watching lord of the rings.,lord,9
watch,thursday we went over to his parent's house to watch their dog.,dog,12
watch,the whole family went to san jose so they wanted us to house sit and watch their dog.,dog,17
watch,i kinda got frustrated too cuz i've never had to watch two dogs at once by myself.,dogs,13
watch,"after that, we went to cal state long beach to watch a basketball game.",game,14
watch,andy and i decided to watch passions on ash wednesday.,passions,6
watch,"so, we watched it sometime in the afternoon.",it,4
watch,"my cousin and i were talking for a while about the shower while the other kids were watching lion king 1.5.  after our talk, i was able to watch the movie...at least parts of it!",king,19
watch,"my cousin and i were talking for a while about the shower while the other kids were watching lion king 1.5.  after our talk, i was able to watch the movie...at least parts of it!",movie,33
watch,we were able to kind of watch the band and the dancers rehearse.,band,8
watch,did i watch the game???,game,4
watch,i didn't even watch the commericals.,commericals,6
watch,"Oh yeah, on friday, andy and i watched jersey girl.",girl,11
watch,"so, we watched a few shows and went on a few rides.",shows,6
watch,"well, my mom has been wanted to watch the passions of christ",passions,10
watch,"so, andy and i decided to invite my parents and my aunt to watch it.",it,15
watch,"apparently, my mom really wanted to watch it.",it,8
watch,andy....nice andy...said that we all should watch it & that he will just go to my parent's house to sleep.,it,11
watch,he couldn't stay up and watch the movie w/ us cuz he had work the following day.,movie,8
watch,"so, yeah, we ended up watch it at 9:40pm.",it,8
watch,i was so surprised that my mom wanted to watch it that bad.,it,10
watch,"on friday, we went over to national's with my friends to watch the laker game!",game,16
watch,then we were off to andy's friend's house to watch the laker game!,game,14
watch,i'm not really into the lakers or watching basketball itself (unless i watch it in person) but i just go along with the ride!,basketball,9
watch,i'm not really into the lakers or watching basketball itself (unless i watch it in person) but i just go along with the ride!,it,15
watch,"yesterday, (tuesday), andy and i went to la cuz we were supposed to watch the sharon osbourne show!",show,21
watch,we kinda stayed their longer than expected (since we watched pirates of the carribbean).,pirates,11
watch,we finally made it home to watch nick and jessica's variety show...which wasn't all that.,show,12
watch,andy wanted to check it out too (and i guess i'm glad he was with me) so we watched it.,it,22
watch,but i was still watching it!,it,5
watch,"after that, we were able to watch the last episode of friends.",episode,10
watch,"i called andy and (poor him), he left the sports bar (he was watching the laker game) to rescue me!",game,20
watch,We just decided to watch 50 first dates and hang out over there.,dates,7
watch,We were watching the deleted scenes on the dvd and i really really really think my old best friend's dad was in that particular scene (as an extra).,scenes,5
watch,"So, we were just watching the news regarding reagan's death...",news,7
watch,i wasn't planning on going cuz there was no one else around to watch my dad.,dad,16
watch,my brother picked me up while andy stayed in the hospital to watch my dad.,dad,14
watch,I think it was the same feeling i had when i watched that 20/20 episode on attention deficit disorder.,episode,14
watch,With folded wings  i'd watched american beauty before but didn't truly understand the plastic bag sequence until this past week.,beauty,8
watch,"For me, it was lying on my back at boy scout camp, watching falling stars.",stars,16
watch,"Watching these two bands, wonderful each in their own ways, reminded me of a story on the cbc's definitely not the opera.",bands,3
watch,Return of the king today and i want to go home and watch it.,it,13
watch,I was thinking that 2 days of watching motorcycle races was pretty much going to be the death of me.,races,9
watch,It's pretty cool watching them on the turns and hauling ass down the straight-a-ways.,them,5
watch,what place does it play in my life?....should all christians feel guilty after watching the passion....or after going to church on sunday morning....or just reading the bible.....is there such a thing as too much guilt....maybe.....maybe not.....,passion,17
watch,what place does it play in my life?....should all christians feel guilty after watching the passion....or after going to church on sunday morning....or just reading the bible.....is there such a thing as too much guilt....maybe.....maybe not.....,passion,17
watch,"Everytime i watch a movie or a music video and wish that i could jump jade puget from afi, i'm committing a sin.",movie,4
watch,"Every time i watch tv, read a book, or talk to someone, i feel like i'm thinking about sinning.",tv,4
watch,"because no matter how you live your life, there's always going to be someone watching your every move...",move,19
watch,"Not having shows on tv, which millions watch like 'who wants to marry a midget?'....and 'joe millionaire'.",which,6
watch,"Anyway, during offering yesterday we watched a 'music video' for a carmen song, called 'america again'.",video,10
watch,I don't watch football...,football,4
watch,"To wind down at the end of a busy day, i like to ((turn off the lights, curl up under my covers and watch television or read a book)) 5.",television,28
watch,"They saw me come out, sat there in the middle watching me, planning their attack, and then swiftly attacking.",me,12
watch,"Randy said it was batista's turn to watch him, and triple h was worried about where eugene was?",him,9
watch,"I'll watch it today and, as a follow-up,  comment on both the dvd and the airing on raw's june 14 episode tomorrow.",it,3
watch,"It could affect us because people will be watching us when we are eating, sleeping, talking, and walking on the streets.",us,9
watch,Go home to watch american idol.,idol,5
watch,The professor invited us to come to school and watch the movie 'pirates of the carribean.',pirates,13
watch,This came after the first 15 minutes of class we spend watching a movie on billy joel.,movie,13
watch,"I watched oprah, took a nap, then went to the mall to meet a friend for chic-fil-a.",oprah,2
watch,"My plan on this lovely friday evening is to do all of my reading for tuesday, then watch the reagan funeral i recorded from earlier today.",funeral,21
watch,"*how often do you--go hunting, talk to strangers, sky dive, drive a car, swallow knives, play drinking games, watch south park, ride a mechanical bull?",park,29
watch,See how long you can watch it without feeling weird to know that your life (even though this is joke website) is ticking away.,it,6
watch,"#61514;  im watching a movie on lifetime, so my thoughts may be a little distracted, im writing during commercials cuz i want to go to bed in the next half hour.",movie,8
watch,"At the pub, watching a game.",game,6
watch,"Then we went and watched the movie, big fish.",movie,6
watch,"After i do that, i plan to...  exercise more, and watch my other sweets..  and eat healthier snacks.",sweets,17
watch,"your hand in the air and take the vow[chorus - 2x (nas and kids)]i know i can (i know i can)be what i wanna be (be what i wanna be)if i work hard at it (if i work hard it)i'll be where i wanna be (i'll be where i wanna be)[nas]be, b-boys and girls, listen againthis is for grown looking girls who's only tenthe ones who watch videos and do what they seeas cute as can be, up in the club with fake idcareful, 'fore you meet a man with hivyou can host the tv like",videos,78
watch,"I'm still trying to watch myself, i know this is the week, the thoughts come.",myself,6
watch,"It makes me want to stop talking with you, because i can't help you, can't save you, can't change you , and all i can do is sit back and watch the fireworks as you self-destruct.",fireworks,38
watch,"First of all, since i've watched some specials before about land mines and how they affect life and especially woman, please humor me.. and   urllink click this , and help to clear land mines for free!!",specials,9
watch,"So, i was watching buffy the vampire slayer (the movie) today and toad the wet sprocket is definately on the soundtrack.",slayer,8
watch,Afterwards i headed over to ben's but a phone call revealed that he was up at radio down watching scallywagon.,scallywagon,20
watch,so i decided to head on up there to watch the show.,show,11
watch,I did eventually get everything back and even had some time to watch the race.,race,14
watch,I am apparnetly going to watch the qualifying for the race at kentucky speedway tomorrow.,qualifying,7
watch,"I mowed the yard, watched the brat(sister) while my parents went to church, and cleaned (a little) my car.",brat(sister,7
watch,Jessica(brandon's jessica) and i watched pulp fiction because she had never seen it all the way through.,fiction,8
watch,I was going to head back home shortly after that but me and brandon were watching vh1's most metal moment's,moment,20
watch,We watched some bootleg movies of stuff that is only in theatres now.  didn't get out of there until about 6:30 am.,movies,4
watch,Then we watched interpol for their first song.,interpol,3
watch,He was still there by the napkins so were go and watch the band at the tent he walks from his napkin spot over to us and... just stands there.,band,13
watch,So i must leave you buried within i watch the time with the eyes of a woman years will go by and years have gone i'm struggle to hold on as the seasons change others have left you; they must move on how can i blame them for leaving so fast?,time,10
watch,I barely use my ability to stay after work and watch previews..,previews,11
watch,Well people i must cut this entry short because im more interested in watching a movie in the few moments i have to spare..otherwise i would rather sleep and get prepared for 2morrow..,movie,16
watch,I had always wanted to be a doctor since i was a kid that spent most of her television time watching the tv-series “er” or emergency room.,room,30
watch,"After this, i had a week of relaxing mostly, then i went together with some friends on a trip to france, to a  urllink major gaming event   called eswc, held in a place called futurescope, i was there because i  am an administrator in the danish organization hltv.org, what we do is  broadcast games for public viewing, an example on the size is that  20.000 people watched the finals of the event.",finals,80
watch,"So... i just watched ' fahrenheit 9/11 ', the highly discussed movie by michael moore, and well, what do i think about it?",11-Sep,7
watch,"So... i just watched ' fahrenheit 9/11 ', the highly discussed movie by michael moore, and well, what do i think about it?",movie,13
watch,"So... just watched the movie super size me, if you haven't heard about it, it is about an american man, only living from food from mcdonalds in 30 days,",size,7
watch,"So... just watched the movie super size me, if you haven't heard about it, it is about an american man, only living from food from mcdonalds in 30 days,",me,8
watch,"This movie, or documentary as you might call it, is far beyond informative, i really found it interesting watching it.",it,22
watch,"abt parents' midlife crisis,..seems that being at home to be a perantara does work here,..ben watching mum n dad playing crouching tiger, hiddn dragons for eons now(erm,.haven't watch the show)..least family is not that rocky yet.",dragons,29
watch,go la...watch some porno vids...or did you already do that at 18?,vids,6
watch,"watched 12 movies,..two more in the cinemas,..reign of fire and a mafia thingy(well people forgets) let see, seems that patches of these movies are bringing sense into me,... well,..am pretty awaken,, seems that the phrase 'wat goes around comes around'(art of war) seems to be bugging me,.. every action will have a reaction had my blues of courting.","movies,",2
watch,"watched 12 movies,..two more in the cinemas,..reign of fire and a mafia thingy(well people forgets) let see, seems that patches of these movies are bringing sense into me,... well,..am pretty awaken,, seems that the phrase 'wat goes around comes around'(art of war) seems to be bugging me,.. every action will have a reaction had my blues of courting.",two,4
watch,"aniwae, watched the guru,..horny movie,.=p","guru,",4
watch,"aniwae, watched the guru,..horny movie,.=p","movie,.=p",7
watch,so what movie did you watch anyway?,movie,2
watch,"ha,..went for movies at the part @ fort canning to watch iron giant n x-men two,..wow,..huge crowd,...pretty tiring considering the spacious outback,..ha,..misses the comfort of a back support chairs in the indoor movies..","two,",19
watch,"ha,..went for movies at the part @ fort canning to watch iron giant n x-men two,..wow,..huge crowd,...pretty tiring considering the spacious outback,..ha,..misses the comfort of a back support chairs in the indoor movies..","wow,",21
watch,"ha,..went for movies at the part @ fort canning to watch iron giant n x-men two,..wow,..huge crowd,...pretty tiring considering the spacious outback,..ha,..misses the comfort of a back support chairs in the indoor movies..","crowd,",24
watch,"ha,..me wanna watch pirates of the carribean,!!!!",pirates,5
watch,i just watched pirates of the carribean yesterday.,pirates,3
watch,i dunno how i'll manage...but am learning lots...i like... found time to watch paycheck yesterday...got me thinking how i'd be like if i had the power to change the future...would i ignore the chance?,paycheck,19
watch,"hahaa,, will have my exams next month,..sigh..hope you'll breeze through your exams.. erm,..am heading for a movie today..watching my girl,..a thai movie,..","girl,",31
watch,"hahaa,, will have my exams next month,..sigh..hope you'll breeze through your exams.. erm,..am heading for a movie today..watching my girl,..a thai movie,..",movie,35
watch,wanna take a break by watching rabbit proof fence.,fence,8
watch,have you watched it?,it,3
watch,"Anyway, i'm going out to watch shrek 2 with my fella.",shrek,8
watch,"My best mate came back from southampton for a couple of days so we decided to go out, watch the footie and then get pissed.",footie,21
watch,"It's not bad, i didn get the feeling that they missed huge chunks out of it tho, i can't remember which bits because i haven't read the book for a while, it just didn't seem to flow right when i was watching it.",it,49
watch,"Luckily i was under the glass shelters they have all along the sides of the precinct, and i stopped for a few minutes to watch the rain, and the people all scurrying for cover, looking like very angry drowned rats.",rain,27
watch,Last night i was watching four weddings and a funeral.,weddings,6
watch,"It was lovely, watching the clouds and talking about silly stuff and catching some sunshine for a change.",clouds,6
watch,"I feel a bit better now, i had some tea and fed all the animals (one of my duties while my parents are away), watched some tv.",tv,30
watch,"I came home, had some weetabix, watched poltergeist 3 because my dad was hogging the computer, wished i hadn't because it is a truly dreadful film, the best bit is laughing at the scary eighties haircuts and huge padded shoulders.",poltergeist,9
watch,"He was motionless in the cool damp air, watching intently the lighted window a few yards in front of him.",window,13
watch,"He stood and watched her all day, never moving once; observing her every movement, every expression that flitted across her face, until night fell.",her,4
watch,Adam came every day to the garden to watch her.,her,9
watch,"I watched most of it from the pub, i'd have been out there standing in the middle of it, but i was in my work clothes, and i need them for tomorrow.",most,2
watch,"I love to watch them and stand in them and see the lightening dance and hear the thunder roar, like it's shouting its defiance to the world.",them,4
watch,I just watched 'extreme home makeover' i like that show.,makeover,6
watch,urllink  teddyboy   watched it for a little while too.,it,5
watch,Watching the kids today was like watching the grasshoppers.,kids,2
watch,Watching the kids today was like watching the grasshoppers.,grasshoppers,8
watch,"It was my grandmother's birthday, so she came and watched the play along with my aunt, uncle and cousin and some other family friends that i met up with afterwards.",play,13
watch,"I found out this morning my last exam doesn't start until 2 o'clock this afternoon which gives me plenty of time to watch dvds, check my email, talk to my friends...",dvds,24
watch,"Then again, i could cut down on the me-time and not read, watch t.v. or go on the internet, post a blog and whinge about my life like an ungrateful brat.",t.v,17
watch,"Then again, i could cut down on the me-time and not read, watch t.v. or go on the internet, post a blog and whinge about my life like an ungrateful brat.",.,18
watch,"Then my sister flew to adelaide to watch our cousin, so that at least gives us a bit of a break.",cousin,9
watch,I came into the lounge where they were watching the wallaby-springbuck match and happened to stand in something wet.,match,13
watch,"We don't really sneak, staff from other groups come over and watch our girls for us.",girls,15
watch,"Fenton is mind numbingly boring, though i am pleased/ashamed to say that i watched more good movies in this little stretch than i have in a long time.",movies,19
watch,I managed to watch nothing but british murder mystery and gangster movies for three days.,nothing,4
watch,"Spoke to rebecca and other people on msn, watched the lenny heny show and ate apple and raspberry pie.",show,13
watch,Then we came home and watched donnie darko again then..well...then it was nighty night time!!!,darko,7
watch,Then we watched this really old movie called the cat from outer space!,movie,6
watch,I popped the dvd into my g4 cube's 'toaster slot' and had a blast watching the movie on the cinema display's expansive 20' screen.,movie,19
watch,"Watching it, and replaying it in my head, i knew, however, he was in trouble when he took the lead too early under pressure from rock hard ten and the other horses.",it,1
watch,I just watched forrest gump again last night.,gump,4
watch,"I do remember us watching the anne of green gables movies and squealing together about how gorgeous and wonderful gilbert was, and we would fight and argue over who would get to marry him.",anne,6
watch,"I went up to the doors and watched them handcuff the culprit, and a woman standing next to me was almost in tears because she thought the police were going to break his arm.",them,8
watch,"I went up to the doors and watched them handcuff the culprit, and a woman standing next to me was almost in tears because she thought the police were going to break his arm.",culprit,11
watch,"I am clean, so is the house, so watch out cause if you leave your dishes in the sink i might eat you alive, although i could give a shit what your room looks like.",cause,12
watch,"dont have enough time to sleep, to work, to eat, to watch tv....etc..... whatever....that kind is people which their lives a re fll with so many items in their time schedule.",tv,16
watch,I guess some of you might happen to watch this american tv series called '24' it's really showed me how much things can really happen in a day.,series,12
watch,More people should watch it.,it,4
watch,i had fun watching it.,it,4
watch,"but i'm watching stargate...mmm, yummy.",stargate,4
watch,"maybe rent a movie, watch some dvds?",dvds,7
watch,i really should be sleeping....or reading comics (i've got quite the stack to catch up on)...or watching anime (i've got gigs worth i should be watching)....,anime,23
watch,watching everything spin i can't look past!,spin,2
watch,X2: 9 or 10 matrix reloaded 7 or 8 (will go up prolly when i can watch revlotions right after it),revlotions,19
watch,urllink      i'm just watching a bad dream i'd never wake up from.,dream,8
watch,i used to stay up to 3am each night just to watch the episodes... now i'll be able to wake up early each night to watch  ds9  before work...,episodes,14
watch,i used to stay up to 3am each night just to watch the episodes... now i'll be able to wake up early each night to watch  ds9  before work...,ds9,30
watch,"preccciousssss...   dvd-r copies for  transformers victory  box set 1 came in the mail today, and best of all, using the file browser on my set-top dvd player, i can watch them on my tv =d  ahhh, the air just tastes better today!",them,41
watch,"Patrick -- how many times have you watched lord of the rings (either 1, 2 or 3) since i left?",lord,8
watch,I was watching a travel show the other day,show,5
watch,"With that, i’m off to watch marc’s new bjork dvd and make myself dinner.",dvd,12
watch,"Work all week, travel on the weekend, drink to much coffee, and actually watch the stock market.",market,19
watch,"Wow, i can't believe how out of the loop i am now that i don't watch tv anymore.",tv,19
watch,Then i jumped on channel 9's website and watched the michael usher story from this morning’s news.,story,13
watch,"Well, i went to take it out of the patented netflix sleeve to watch it when i got home from class and, oup!",it,15
watch,I want to have people over this weekend to watch movies.,movies,10
watch,"So after the movie we dropped by my house, grabbed hedwig and watched it at robin's.",it,14
watch,"It was just me, her, and amy and we didn't do anything spectacularly interesting, just lazed around and played with sock monkeys and watched the clerks cartoons.",cartoons,30
watch,I watched  the big lebowski  today.,lebowski,5
watch,He then proceeded to put a movie in the ps2 and reverse the image on the projector so all of us outside the tent could watch a movie.,movie,27
watch,"We watched  coneheads , which was actually pretty funny,  finding nemo , a little bit of  the fellowship of the ring ,  jaws , and eddie izzard’s  full circle .",coneheads,3
watch,"I thought about it a lot, and i think the only reason i would want a girlfriend is for one thing: having someone to hold in my arms while i’m sitting on the couch watching television.",television,38
watch,Watching movies and tv shows and not having to talk very loud because i could just whisper in her ear.,movies,1
watch,"But tim and the people that created it are helping make it, and i watched videos and pictures of the game, and it looks just like the original movie.",videos,16
