lemma,verb form,percent as verb,percent as propn,Count as verb,Sentence,Doc index,Sent index,index of verb,tokenized sentence,total open class,ENSEMBLE tag,ENSEMBLE replacements,entropy,%OPENCLASS
tale,taled,0.0096153846153846,0.0,2,anyway how many can have such fairy-taled ending rite...to be kissed by a price and live happily ever after...,26444,3,8,"('anyway', 'how', 'many', 'can', 'have', 'such', 'fairy', '-', 'taled', 'ending', 'rite', '...', 'to', 'be', 'kissed', 'by', 'a', 'price', 'and', 'live', 'happily', 'ever', 'after', '...')",208.0,NOUN,"['tale', 'tale', 'tales', 'ever', 'like']",0.07823246525771237,1.0
terrible,terribles,0.0021598272138228,0.0,1,Iahveh tuvo necesidad de plantar sus terribles angeles en llas puertas del paraíso para cerrar el paso a las vanas creaturas humanas .,30489,3,6,"('Iahveh', 'tuvo', 'necesidad', 'de', 'plantar', 'sus', 'terribles', 'angeles', 'en', 'llas', 'puertas', 'del', 'paraíso', 'para', 'cerrar', 'el', 'paso', 'a', 'las', 'vanas', 'creaturas', 'humanas', '.')",463.0,PROPN,"['siete', 'propios', 'tres', 'dos', 'mejores']",0.0786401000440349,1.0
bold,bold,0.0098039215686274,0.0,1,"Marten, you should bold the end thingy in the template so it doesn't blend with everything else.",27936,15,4,"('Marten', ',', 'you', 'should', 'bold', 'the', 'end', 'thingy', 'in', 'the', 'template', 'so', 'it', 'does', ""n't"", 'blend', 'with', 'everything', 'else', '.')",102.0,VERB,"['change', 'remove', 'put', 'adjust', 'move']",0.07949044238393407,1.0
monkey,monkeying,0.0057971014492753,0.0028985507246376,2,"Well, grampa has no need to be monkeying up and down a ladder to get all this stuff down",28956,23,8,"('Well', ',', 'grampa', 'has', 'no', 'need', 'to', 'be', 'monkeying', 'up', 'and', 'down', 'a', 'ladder', 'to', 'get', 'all', 'this', 'stuff', 'down')",345.0,VERB,"['walking', 'going', 'running', 'moving', 'coming']",0.08000165285110505,1.0
monkey,monkeyed,0.0057971014492753,0.0028985507246376,2,"If you can believe it, i'm all monkeyed out!",7642,1,9,"('If', 'you', 'can', 'believe', 'it', ',', 'i', ""'m"", 'all', 'monkeyed', 'out', '!')",345.0,PRON,"['sold', 'working', 'coming', 'that', 'worked']",0.08000165285110505,1.0
lunch,lunched,0.0005903187721369,0.0088547815820543,1,"I lunched on oranges, bananas and plums.",17450,38,1,"('I', 'lunched', 'on', 'oranges', ',', 'bananas', 'and', 'plums', '.')",1694.0,VERB,"['live', 'was', 'snack', 'plan', 'focus']",0.08027738856941746,1.0
wine,wine,0.0075414781297134,0.0015082956259426,5,"So, yeah, as other people wine about how horible their lives are on there boards, i am winning about how conflicting my good life is.....  geee, i better stop before i hurt my self, eew.",38515,19,7,"('So', ',', 'yeah', ',', 'as', 'other', 'people', 'wine', 'about', 'how', 'horible', 'their', 'lives', 'are', 'on', 'there', 'boards', ',', 'i', 'am', 'winning', 'about', 'how', 'conflicting', 'my', 'good', 'life', 'is', '.....', ' ', 'geee', ',', 'i', 'better', 'stop', 'before', 'i', 'hurt', 'my', 'self', ',', 'eew', '.')",663.0,VERB,"['complain', 'talk', 'win', 'write', 'post']",0.08030834577441674,1.0
wine,wining,0.0075414781297134,0.0015082956259426,5,"Which sort of defeats the purpose of giving blood, but definitely assists them in wining their blood drive contest.",25595,2,15,"('Which', 'sort', 'of', 'defeats', 'the', 'purpose', 'of', 'giving', 'blood', ',', 'but', 'definitely', 'assists', 'them', 'in', 'wining', 'their', 'blood', 'drive', 'contest', '.')",663.0,VERB,"['doing', 'running', 'starting', 'getting', 'holding']",0.08030834577441674,1.0
wine,wined,0.0075414781297134,0.0015082956259426,5,"You enjoy being romanced, wined, and dined.",18512,667,5,"('You', 'enjoy', 'being', 'romanced', ',', 'wined', ',', 'and', 'dined', '.')",663.0,VERB,"['loved', 'fed', 'treated', 'married', 'watched']",0.08030834577441674,1.0
wine,wining,0.0075414781297134,0.0015082956259426,5,I ended up taking second place and wining a heafty sum of $35.,263,10,7,"('I', 'ended', 'up', 'taking', 'second', 'place', 'and', 'wining', 'a', 'heafty', 'sum', 'of', '$', '35', '.')",663.0,VERB,"['making', 'won', 'receiving', 'received', 'getting']",0.08030834577441674,1.0
wine,wine,0.0075414781297134,0.0015082956259426,5,"Ok so now to the meal, first we have wine tasting, even though no one is even close to a good wine taster, and never get it right they swap 'intelligent' remarks about the wine, but hey i get to wine taste too",20241,10,46,"('Ok', 'so', 'now', 'to', 'the', 'meal', ',', 'first', 'we', 'have', 'wine', 'tasting', ',', 'even', 'though', 'no', 'one', 'is', 'even', 'close', 'to', 'a', 'good', 'wine', 'taster', ',', 'and', 'never', 'get', 'it', 'right', 'they', 'swap', ""'"", 'intelligent', ""'"", 'remarks', 'about', 'the', 'wine', ',', 'but', 'hey', 'i', 'get', 'to', 'wine', 'taste', 'too')",663.0,ADV,"['just', 'really', 'have', 'share', 'personally']",0.08030834577441674,1.0
lang,lang,0.0058309037900874,0.9912536443148688,2,Fun and tripping friends lang ang usual treatment namin sa isa't-isa.,16201,7,4,"('Fun', 'and', 'tripping', 'friends', 'lang', 'ang', 'usual', 'treatment', 'namin', 'sa', ""isa't"", '-', 'isa', '.')",343.0,PROPN,"['lang', 'na', 'talaga', 'naman', 'lamang']",0.08039445046780179,0.982808022922636
lang,lang,0.0058309037900874,0.9912536443148688,2,"More often than not, rhetorical questions lang yan.",15802,20,7,"('More', 'often', 'than', 'not', ',', 'rhetorical', 'questions', 'lang', 'yan', '.')",343.0,AUX,"['are', 'of', 'is', '-', 'that']",0.08039445046780179,0.982808022922636
lesson,lesson,0.0025348542458808,0.0063371356147021,2,It will be nice not to lesson plan anymore,14318,3,6,"('It', 'will', 'be', 'nice', 'not', 'to', 'lesson', 'plan', 'anymore')",789.0,VERB,"['have', 'need', 'make', 'ever', 'be']",0.08087637978685994,1.0
lesson,lesson,0.0025348542458808,0.0063371356147021,2,"Anything that will stop my racing mind, lesson the ever present thoughts of cutting myself or slitting my wrists and watching the blood drain away.",22599,36,8,"('Anything', 'that', 'will', 'stop', 'my', 'racing', 'mind', ',', 'lesson', 'the', 'ever', 'present', 'thoughts', 'of', 'cutting', 'myself', 'or', 'slitting', 'my', 'wrists', 'and', 'watching', 'the', 'blood', 'drain', 'away', '.')",789.0,CCONJ,"['and', 'or', 'stop', 'with', 'and']",0.08087637978685994,1.0
law,law,0.0007347538574577,0.008817046289493,1,I'm goin' to law school!!,34537,0,4,"('I', ""'m"", ""goin'"", 'to', 'law', 'school', '!', '!')",1361.0,ADP,"['my', 'the', 'high', 'prep', 'Sunday']",0.08154408108386312,1.0
bored,bored,0.0056306306306306,0.0033783783783783,5,Waiting and waiting and waiting and being bored with janelle is the summary of this long extensive day.,6123,7,7,"('Waiting', 'and', 'waiting', 'and', 'waiting', 'and', 'being', 'bored', 'with', 'janelle', 'is', 'the', 'summary', 'of', 'this', 'long', 'extensive', 'day', '.')",888.0,ADV,"['alone', 'there', 'together', 'friends', 'stuck']",0.08274798810877634,1.0
bored,bored,0.0056306306306306,0.0033783783783783,5,"I'm sitting here in my third period literature iv class, while also writing snippets in my advanced cable broadcasting class, and yet some more at home, all while being bored out of my mind, but thinking about all the scheduled poker i have this weekend, and how i made ammends with my friend.",23911,2,33,"('I', ""'m"", 'sitting', 'here', 'in', 'my', 'third', 'period', 'literature', 'iv', 'class', ',', 'while', 'also', 'writing', 'snippets', 'in', 'my', 'advanced', 'cable', 'broadcasting', 'class', ',', 'and', 'yet', 'some', 'more', 'at', 'home', ',', 'all', 'while', 'being', 'bored', 'out', 'of', 'my', 'mind', ',', 'but', 'thinking', 'about', 'all', 'the', 'scheduled', 'poker', 'i', 'have', 'this', 'weekend', ',', 'and', 'how', 'i', 'made', 'ammends', 'with', 'my', 'friend', '.')",888.0,AUX,"['completely', 'totally', 'so', 'mostly', 'somewhat']",0.08274798810877634,1.0
bored,bored,0.0056306306306306,0.0033783783783783,5,"Not since pulp fiction has somebody (imagine that, same writer/director) created a movie that you can watch talking heads and not be bored off your ass.",16227,5,27,"('Not', 'since', 'pulp', 'fiction', 'has', 'somebody', '(', 'imagine', 'that', ',', 'same', 'writer', '/', 'director', ')', 'created', 'a', 'movie', 'that', 'you', 'can', 'watch', 'talking', 'heads', 'and', 'not', 'be', 'bored', 'off', 'your', 'ass', '.')",888.0,ADV,"['completely', 'totally', 'right', 'fucking', 'pulled']",0.08274798810877634,1.0
bored,bored,0.0056306306306306,0.0033783783783783,5,"As a result of being bored out of my mind all night every night, i have decided to go insane.",15303,9,5,"('As', 'a', 'result', 'of', 'being', 'bored', 'out', 'of', 'my', 'mind', 'all', 'night', 'every', 'night', ',', 'i', 'have', 'decided', 'to', 'go', 'insane', '.')",888.0,ADV,"['completely', 'totally', 'caught', 'so', 'left']",0.08274798810877634,1.0
bored,bored,0.0056306306306306,0.0033783783783783,5,"According to thellas, after the energy weapon's shot bored into her leg, she had fallen, hitting her head on the hard top of the wall.",35049,1,10,"('According', 'to', 'thellas', ',', 'after', 'the', 'energy', 'weapon', ""'s"", 'shot', 'bored', 'into', 'her', 'leg', ',', 'she', 'had', 'fallen', ',', 'hitting', 'her', 'head', 'on', 'the', 'hard', 'top', 'of', 'the', 'wall', '.')",888.0,VERB,"['went', 'fell', 'hit', 's', 'came']",0.08274798810877634,1.0
advanced,advanced,0.0103092783505154,0.0,1,"She lost in the fourth round, but advanced to the quarters of the women's doubles championship.",33833,21,8,"('She', 'lost', 'in', 'the', 'fourth', 'round', ',', 'but', 'advanced', 'to', 'the', 'quarters', 'of', 'the', 'women', ""'s"", 'doubles', 'championship', '.')",97.0,VERB,"['advanced', 'went', 'moved', 'advance', 'got']",0.08283655281361224,1.0
sleepy,sleepy,0.0045045045045045,0.0045045045045045,1,ohhhhh sleepy me.,28832,0,1,"('ohhhhh', 'sleepy', 'me', '.')",222.0,VERB,"['help', 'love', 'fuck', 'miss', 'thank']",0.08315849258692981,0.9955156950672646
section,sectioned,0.0015797788309636,0.0078988941548183,1,Squinty has sectioned off parts of the apartment complex as his own.,22732,21,2,"('Squinty', 'has', 'sectioned', 'off', 'parts', 'of', 'the', 'apartment', 'complex', 'as', 'his', 'own', '.')",633.0,VERB,"['signed', 'written', 'sold', 'marked', 'bought']",0.08347827040572642,1.0
supper,supper,0.0104166666666666,0.0,1,I'm thinking of buying flowers and chocolates for ourselves and maybe going to supper but avoiding places full of couples... trying to think of single-girl-power movies....,34244,4,14,"('I', ""'m"", 'thinking', 'of', 'buying', 'flowers', 'and', 'chocolates', 'for', 'ourselves', 'and', 'maybe', 'going', 'to', 'supper', 'but', 'avoiding', 'places', 'full', 'of', 'couples', '...', 'trying', 'to', 'think', 'of', 'single', '-', 'girl', '-', 'power', 'movies', '....')",96.0,ADP,"['movies', 'dinner', 'cinema', 'restaurants', 'Disney']",0.08354288831032232,0.9896907216494846
video,video,0.0017286084701815,0.0077787381158167,2,You then video your actors doing the scene.,35629,26,2,"('You', 'then', 'video', 'your', 'actors', 'doing', 'the', 'scene', '.')",1157.0,VERB,"['see', 'watch', 'have', 'start', 'find']",0.08401257195243911,1.0
video,Video,0.0017286084701815,0.0077787381158167,2,Video the slide!,36094,64,0,"('Video', 'the', 'slide', '!')",1157.0,VERB,"['Download', 'Watch', 'Enjoy', 'Share', 'View']",0.08401257195243911,1.0
