,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9
22097,22097,1821,12,stock,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,stock,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22098,22098,1821,13,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22099,22099,1822,0,Told,VERB,VERB,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,tell,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22100,22100,1822,1,that,SCONJ,SCONJ,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,that,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ
22101,22101,1822,2,they,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,they,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22102,22102,1822,3,had,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,have,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22103,22103,1822,4,plenty,NOUN,NOUN,AUX,AUX,AUX,PRON,PRON,PRON,PRON,PRON,PRON,plenty,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22104,22104,1822,5,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22105,22105,1823,0,Get,VERB,VERB,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,get,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22106,22106,1823,1,there,ADV,ADV,PRON,PRON,PRON,ADV,ADV,ADV,ADV,ADP,ADP,there,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
22107,22107,1823,2,and,CCONJ,CCONJ,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
22108,22108,1823,3,there,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,there,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22109,22109,1823,4,was,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,be,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22110,22110,1823,5,nothing,PRON,PRON,NOUN,NOUN,NOUN,NOUN,PRON,PRON,PRON,PUNCT,PUNCT,nothing,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22111,22111,1823,6,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22112,22112,1824,0,Not,PART,PART,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,not,PART,PART,PART,PART,PART,PART,PART,PART,PART
22113,22113,1824,1,impressed,ADJ,ADJ,INTJ,INTJ,INTJ,ADV,ADV,ADV,ADV,ADV,ADV,impressed,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22114,22114,1824,2,!!!,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,!!!,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22115,22115,1825,0,Would,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,would,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
22116,22116,1825,1,not,PART,PART,PART,PART,PART,ADV,PART,PART,ADV,PART,PART,not,PART,PART,PART,PART,PART,PART,PART,PART,PART
22117,22117,1825,2,recommend,VERB,VERB,PUNCT,PUNCT,VERB,VERB,VERB,VERB,VERB,VERB,VERB,recommend,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22118,22118,1825,3,I,PRON,PRON,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22119,22119,1825,4,Was,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,VERB,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
22120,22120,1825,5,in,ADP,ADP,ADP,ADP,ADP,ADP,VERB,VERB,VERB,VERB,VERB,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22121,22121,1825,6,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
22122,22122,1825,7,fair,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,fair,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22123,22123,1825,8,amount,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,amount,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22124,22124,1825,9,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22125,22125,1825,10,pain,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,pain,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22126,22126,1825,11,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22127,22127,1825,12,several,ADJ,ADJ,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,several,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22128,22128,1825,13,weeks,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,week,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22129,22129,1825,14,.,PUNCT,PUNCT,NUM,NUM,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22130,22130,1826,0,his,PRON,PRON,DET,DET,DET,DET,DET,DET,DET,DET,DET,his,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22131,22131,1826,1,clinic,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,clinic,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22132,22132,1826,2,is,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,VERB,VERB,VERB,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
22133,22133,1826,3,very,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,very,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
22134,22134,1826,4,very,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,very,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
22135,22135,1826,5,dirty,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,dirty,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22136,22136,1826,6,he,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,he,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22137,22137,1826,7,is,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,VERB,VERB,VERB,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
22138,22138,1826,8,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
22139,22139,1826,9,real,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,real,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22140,22140,1826,10,disaster,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,disaster,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22141,22141,1826,11,to,PART,PART,PART,PART,PART,PRON,PRON,PRON,PRON,PRON,PRON,to,PART,PART,PART,PART,PART,PART,PART,PART,PART
22142,22142,1826,12,go,VERB,VERB,PRON,PRON,PRON,VERB,PRON,PRON,VERB,VERB,VERB,go,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22143,22143,1826,13,totally,ADV,ADV,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADV,ADP,totally,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
22144,22144,1826,14,not,PART,PART,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,not,PART,PART,PART,PART,PART,PART,PART,PART,PART
22145,22145,1826,15,organized,ADJ,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,organized,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22146,22146,1826,16,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22147,22147,1826,17,every,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,every,DET,DET,DET,DET,DET,DET,DET,DET,DET
22148,22148,1826,18,step,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,step,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22149,22149,1826,19,he,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,he,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22150,22150,1826,20,take,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,take,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22151,22151,1826,21,.,PUNCT,PUNCT,NUM,NUM,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22152,22152,1827,0,Best,ADJ,ADJ,ADJ,ADJ,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,good,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22153,22153,1827,1,Limo,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,limo,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22154,22154,1827,2,Limousine,NOUN,PROPN,PROPN,PROPN,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,limousine,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22155,22155,1827,3,service,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,service,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22156,22156,1827,4,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22157,22157,1827,5,all,DET,PRON,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,all,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22158,22158,1827,6,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22159,22159,1827,7,Dallas,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Dallas,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22160,22160,1828,0,Great,PROPN,PROPN,PROPN,PROPN,PROPN,DET,DET,DET,DET,DET,PROPN,Great,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22161,22161,1828,1,Limos,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,Limo,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22162,22162,1828,2,company,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PROPN,NOUN,NOUN,NOUN,company,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22163,22163,1828,3,int,ADP,NOUN,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22164,22164,1828,4,he,DET,PROPN,PROPN,PROPN,PROPN,PUNCT,PUNCT,PROPN,PROPN,PROPN,PROPN,the,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22165,22165,1828,5,DFW,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,DFW,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22166,22166,1828,6,fort,PROPN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,fort,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22167,22167,1828,7,Worth,PROPN,PROPN,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PUNCT,PUNCT,Worth,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22168,22168,1828,8,Metro,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,metro,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
22169,22169,1828,9,area,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,area,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22170,22170,1828,10,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22171,22171,1829,0,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22172,22172,1829,1,use,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,use,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22173,22173,1829,2,their,PRON,PRON,NOUN,NOUN,NOUN,NOUN,PRON,PRON,PRON,PRON,DET,their,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22174,22174,1829,3,limo,NOUN,NOUN,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,limo,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22175,22175,1829,4,services,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,service,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22176,22176,1829,5,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22177,22177,1829,6,all,DET,PRON,PRON,PRON,ADJ,PRON,PRON,PRON,PRON,PRON,PRON,all,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22178,22178,1829,7,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22179,22179,1829,8,my,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,my,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22180,22180,1829,9,airport,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,airport,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22181,22181,1829,10,car,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,car,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22182,22182,1829,11,services,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,service,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22183,22183,1829,12,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
22184,22184,1829,13,airport,NOUN,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,airport,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22185,22185,1829,14,transportation,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,transportation,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22186,22186,1829,15,needs,NOUN,VERB,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,need,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22187,22187,1830,0,Very,ADV,ADV,DET,DET,DET,DET,DET,DET,DET,DET,DET,very,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
22188,22188,1830,1,knowledgeable,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,knowledgeable,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22189,22189,1830,2,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
22190,22190,1830,3,friendly,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,friendly,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22191,22191,1830,4,design,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,design,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22192,22192,1830,5,build,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,build,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22193,22193,1830,6,firm,NOUN,NOUN,INTJ,INTJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,firm,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22194,22194,1830,7,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22195,22195,1831,0,They,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,they,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22196,22196,1831,1,specialize,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,specialize,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22197,22197,1831,2,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22198,22198,1831,3,financial,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,financial,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22199,22199,1831,4,institutions,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,institution,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22200,22200,1831,5,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,ADP,ADP,ADP,ADP,ADP,ADP,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22201,22201,1831,6,medical,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,medical,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22202,22202,1831,7,",",PUNCT,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22203,22203,1831,8,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
22204,22204,1831,9,retail,NOUN,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,retail,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
22205,22205,1831,10,projects,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,project,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22206,22206,1831,11,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
22207,22207,1832,0,These,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,DET,DET,DET,DET,DET,DET,DET,DET,DET
22208,22208,1832,1,guys,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,guy,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22209,22209,1832,2,know,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,know,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22210,22210,1832,3,what,PRON,PRON,PRON,PRON,SCONJ,PRON,PRON,PRON,PRON,PRON,PRON,what,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22211,22211,1832,4,they,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,they,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22212,22212,1832,5,'re,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
22213,22213,1832,6,doing,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,do,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22214,22214,1832,7,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PRON,PRON,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
22215,22215,1832,8,helped,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,help,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
22216,22216,1832,9,me,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,ADP,ADP,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22217,22217,1832,10,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22218,22218,1832,11,all,DET,DET,DET,DET,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,all,DET,DET,DET,DET,DET,DET,DET,DET,DET
22219,22219,1832,12,phases,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,phase,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22220,22220,1832,13,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
22221,22221,1832,14,our,PRON,PRON,DET,DET,DET,DET,DET,DET,DET,DET,DET,our,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
22222,22222,1832,15,project,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,project,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
22223,22223,1832,16,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
